Mg,Ni,Al,Fe,Ca,Cr,P,S,Ti,Si
0,67.07435771,,0,0,,,41.29178975,0,0.195811894
0,58.19686919,,0.640161561,0,,,34.25341649,0.388134402,0.097905947
0,63.12880726,,0.640161561,0,,,38.00721556,0.310507521,0.097905947
0,60.49844029,,0.640161561,0,,,34.25341649,0.388134402,0.293717841
0,65.75917423,,1.280323121,0,,,35.19186626,0.465761282,0
0,69.37592881,,0,0,,,33.31496673,0.465761282,0
0.118598619,56.88168571,,0,0,,,34.72264138,0.155253761,0
0,71.01990817,,1.280323121,0,,,33.31496673,0.310507521,0.391623787
0,62.14241965,,0.640161561,0.429773123,,,34.72264138,0.388134402,0
0,61.81362377,,0,0,,,33.31496673,0.310507521,0
0,61.4848279,,0,0.859546246,,,37.53799068,0.543388163,0.195811894
0,57.86807332,,1.600403901,0,,,32.37651696,0.388134402,0
0.118598619,57.53927745,,0,0,,,31.90729208,0.310507521,0.097905947
0,61.4848279,,0.960242341,0,,,30.49961743,0.310507521,0
0,53.26493112,,0,0.644659685,,,31.90729208,0.155253761,0.195811894
0,53.92252287,,0,0,,,39.41489021,0.543388163,0
0,70.6911123,,0,0,,,38.00721556,0.465761282,0
0,56.22409397,,0,0,,,32.84574184,0.310507521,0.195811894
0,64.44399074,,0.640161561,0,,,39.8841151,0.310507521,0
0,62.47121552,,0,0.429773123,,,40.82256486,0.310507521,0.097905947
0,59.84084855,,0.960242341,0,,,42.6994644,0.388134402,0.097905947
0,61.81362377,,0.640161561,0,,,31.90729208,0.621015043,0.097905947
0,66.0879701,,0,0,,,30.49961743,0.155253761,0
0,72.33509165,,0,0,,,34.72264138,0.232880641,0
0,63.786399,,0.640161561,0,,,40.82256486,0.388134402,0
0,62.80001139,,0,0,,,43.16868928,0.155253761,0.195811894
0,61.4848279,,0.960242341,0,,,29.56116766,0.543388163,0
0,64.11519487,,0,0.429773123,,,37.53799068,0,0.195811894
0,60.82723616,,1.280323121,0,,,32.84574184,0.465761282,0.097905947
0,63.12880726,,0.640161561,0,,,41.29178975,0.310507521,0
0,55.23770635,,1.280323121,0,,,36.59954091,0,0
0.237197238,68.06074533,,0,0,,,35.19186626,0.388134402,0
0,63.45760313,,1.600403901,0,,,37.53799068,0.155253761,0
0,64.11519487,,0.640161561,0,,,32.84574184,0.388134402,0
0.118598619,64.11519487,,0,0,,,39.41489021,0,0.097905947
0,66.41676597,,1.280323121,0,,,42.23023951,0,0
0,63.45760313,,0,0,,,33.31496673,0.388134402,0.097905947
0,64.77278661,,0,0,,,35.66109114,0.465761282,0
0,65.10158249,,0,0,,,26.27659347,0.388134402,0
0,68.3895412,,0,0,,,36.59954091,0.310507521,0.195811894
0,65.10158249,,0.640161561,0,,,36.13031603,0.232880641,0.195811894
0,65.10158249,,0.640161561,0,,,38.00721556,0.388134402,0
0,62.80001139,,0,0,,,30.49961743,0,0.097905947
0,69.70472468,,0.640161561,0.429773123,,,40.35333998,0.310507521,0
0,70.03352055,,0,0,,,39.41489021,0.310507521,0
0,62.14241965,,0,0,,,29.09194278,0.465761282,0
0,64.77278661,,0,0.429773123,,,39.41489021,0.388134402,0.195811894
0,60.16964442,,0.960242341,0,,,37.06876579,0.543388163,0
0,59.18325681,,0,0,,,37.06876579,0.310507521,0.097905947
0.118598619,62.80001139,,0.960242341,0,,,35.19186626,0.543388163,0
0,68.71833707,,0.640161561,0,,,28.15349301,0.232880641,0.391623787
0,72.99268339,,0,0.429773123,,,37.06876579,0.155253761,0.097905947
0,66.41676597,,0.640161561,0,,,38.00721556,0,0.097905947
0,66.74556184,,0,0,,,30.96884231,0.543388163,0.391623787
0,54.25131874,,0.640161561,0,,,35.19186626,0.388134402,0
0,64.11519487,,0,0,,,35.19186626,0.155253761,0
0,65.75917423,,0,0,,,33.78419161,0.232880641,0
0,62.47121552,,0.640161561,0,,,34.25341649,0.232880641,0.097905947
0,65.43037836,,0,0,,,38.94566533,0,0
0,61.4848279,,0,0,,,43.63791416,0.232880641,0.195811894
0,59.84084855,,0,0,,,34.72264138,0.155253761,0
0,64.44399074,,1.280323121,0,,,29.56116766,0.465761282,0
0,66.41676597,,0.640161561,0,,,31.90729208,0.310507521,0.195811894
0,71.34870404,,0.960242341,0,,,40.35333998,0.232880641,0
0,68.3895412,,0.640161561,0,,,35.19186626,0.388134402,0
0,61.4848279,,0.960242341,0,,,38.00721556,0.465761282,0.293717841
0,58.52566506,,1.280323121,0,,,38.00721556,0,0
0,66.0879701,,0.640161561,0,,,37.06876579,0.155253761,0.097905947
0.118598619,60.49844029,,0,0,,,30.49961743,0.465761282,0.391623787
0,61.81362377,,0.960242341,0,,,33.78419161,0,0
0,63.12880726,,0.640161561,0,,,38.94566533,0.310507521,0.097905947
0.118598619,66.41676597,,0.960242341,0,,,40.35333998,0.621015043,0
0,61.15603203,,0.640161561,0,,,33.31496673,0.465761282,0
0,68.06074533,,0.960242341,0,,,39.8841151,0.388134402,0.097905947
0,61.4848279,,0,0,,,34.72264138,0.310507521,0
0,57.53927745,,0.640161561,0,,,31.90729208,0.310507521,0.097905947
0,58.19686919,,0,0,,,31.43806719,0.232880641,0.097905947
0,59.18325681,,0,0,,,29.56116766,0.310507521,0
0,63.45760313,,1.280323121,0,,,36.59954091,0.388134402,0.097905947
0,59.51205268,,1.600403901,0,,,37.06876579,0.621015043,0
0,63.45760313,,0,0,,,40.35333998,0.232880641,0
0,59.51205268,,0.960242341,0,,,34.25341649,0.388134402,0.097905947
0,59.84084855,,0.640161561,0,,,33.78419161,0.155253761,0.097905947
0,75.95184623,,0.640161561,0,,,35.19186626,0.388134402,0.097905947
0,64.44399074,,0,0,,,37.06876579,0.155253761,0.097905947
0,61.15603203,,0,0,,,35.19186626,0,0
0,70.6911123,,0.640161561,0,,,30.96884231,0.388134402,0.195811894
0,63.45760313,,0,0,,,36.13031603,0.310507521,0
0.118598619,62.14241965,,0,0,,,35.19186626,0.232880641,0.097905947
0,65.43037836,,0,0.429773123,,,27.21504324,0.232880641,0
0,62.14241965,,0,0,,,30.96884231,0,0.097905947
0,69.37592881,,0,0.429773123,,,42.6994644,0.155253761,0
0,63.786399,,0,0,,,33.78419161,0.232880641,0.097905947
0.237197238,64.44399074,,0,0,,,32.37651696,0.232880641,0
0,60.82723616,,0.640161561,0,,,33.31496673,0.310507521,0
0,53.26493112,,0.960242341,0,,,31.43806719,0.310507521,0.097905947
0,64.11519487,,0,0,,,38.47644044,0,0
0,60.49844029,,0.640161561,0,,,35.19186626,0.232880641,0
0.118598619,70.36231642,,0,0,,,37.06876579,0.388134402,0
0,59.18325681,,0,0,,,41.29178975,0.155253761,0
0,68.3895412,,0,0.429773123,,,32.84574184,0.310507521,0
0,56.88168571,,0.960242341,0,,,34.72264138,0.465761282,0.097905947
0.237197238,62.47121552,,0,0,,,35.19186626,0.388134402,0
0,62.80001139,,0.640161561,0.429773123,,,37.06876579,0.232880641,0
0,66.0879701,,0.640161561,0,,,35.19186626,0,0
0,70.03352055,,0.960242341,0.429773123,,,33.78419161,0.155253761,0.097905947
0,69.04713294,,0,0,,,36.13031603,0.310507521,0.293717841
0,58.52566506,,0.640161561,0,,,36.13031603,0.465761282,0
0,63.12880726,,0,0,,,38.47644044,0.310507521,0.391623787
0,66.41676597,,0,0,,,35.19186626,0.465761282,0.097905947
0,63.786399,,0.640161561,0,,,33.31496673,0.388134402,0.195811894
0,65.10158249,,0,0.429773123,,,29.09194278,0.232880641,0.195811894
0,57.53927745,,0,0,,,34.72264138,0.310507521,0
0.237197238,57.53927745,,0.640161561,0,,,40.35333998,0.465761282,0.195811894
0,64.44399074,,0,0,,,32.84574184,0.543388163,0.097905947
0,62.14241965,,0.640161561,0,,,32.84574184,0.621015043,0
0,64.77278661,,1.280323121,0.429773123,,,33.31496673,0.388134402,0
0,70.03352055,,0,0,,,39.41489021,0.232880641,0.097905947
0,70.36231642,,0.640161561,0,,,43.63791416,0.155253761,0
0,62.80001139,,0.640161561,0,,,32.37651696,0.310507521,0
0,64.44399074,,0,0,,,32.84574184,0.388134402,0
0,61.81362377,,0,0,,,34.25341649,0.232880641,0
0,67.07435771,,0,0,,,27.21504324,0.543388163,0
0,58.19686919,,0,0,,,38.47644044,0.388134402,0.097905947
0,60.49844029,,0,0,,,32.84574184,0.310507521,0.097905947
0,73.65027514,,0,0,,,33.31496673,0.232880641,0.391623787
0,60.16964442,,0,0,,,38.47644044,0.388134402,0
0,57.86807332,,0.640161561,0.429773123,,,30.96884231,0,0
0,51.94974764,,0,0.644659685,,,35.19186626,0.310507521,0
0.237197238,67.73194946,,0,0,,,34.25341649,0.232880641,0.097905947
0,64.44399074,,0,0,,,36.59954091,0,0.195811894
0,58.52566506,,0,0,,,33.31496673,0.155253761,0.097905947
0,59.84084855,,0,0,,,30.96884231,0.465761282,0.195811894
0,59.18325681,,0,0,,,39.8841151,0.155253761,0
0,61.15603203,,0.960242341,0.429773123,,,38.00721556,0.155253761,0
0,62.14241965,,0,0.429773123,,,38.47644044,0.155253761,0.097905947
0,64.77278661,,0,0,,,29.56116766,0.388134402,0.293717841
0,60.49844029,,0,0.429773123,,,36.59954091,0,0
0,59.18325681,,0,0,,,32.84574184,0.621015043,0
0,68.3895412,,0.640161561,0,,,31.90729208,0.388134402,0.195811894
0,57.21048158,,0,0,,,32.37651696,0.310507521,0
0,70.03352055,,0,0,,,28.15349301,0.388134402,0
0,58.52566506,,0,0,,,35.66109114,0.155253761,0.195811894
0,62.14241965,,0,0,,,34.25341649,0.155253761,0
0,68.06074533,,0.640161561,0,,,26.74581836,0.310507521,0.195811894
0,59.18325681,,0,0,,,28.62271789,0.232880641,0.097905947
0,60.82723616,,0.640161561,0,,,30.49961743,0.310507521,0
0,58.19686919,,0,0,,,31.43806719,0.388134402,0
0,60.49844029,,0,0,,,36.59954091,0.310507521,0.097905947
0,67.07435771,,0,0,,,32.84574184,0.776268804,0
0,59.84084855,,0,0,,,27.68426812,0.621015043,0
0,60.16964442,,0,0.644659685,,,40.82256486,0.388134402,0
0,65.10158249,,0.960242341,0,,,39.8841151,0,0
0,67.40315358,,0,0,,,37.06876579,0,0.195811894
0,62.47121552,,0,0,,,31.90729208,0.388134402,0.097905947
0,62.14241965,,0,0,,,37.53799068,0.310507521,0
0,61.15603203,,0.640161561,0,,,25.33814371,0.621015043,0
0,68.71833707,,0,0.429773123,,,33.78419161,0.232880641,0.195811894
0,63.12880726,,0,0,,,29.56116766,0.310507521,0
0,65.10158249,,0.960242341,0,,,35.19186626,0.388134402,0.195811894
0,57.21048158,,0.640161561,0,,,36.13031603,0.232880641,0.097905947
0,56.22409397,,0,0,,,39.8841151,0.310507521,0.097905947
0,66.41676597,,0.640161561,0,,,40.82256486,0.388134402,0.293717841
0,61.4848279,,0,0,,,31.90729208,0.388134402,0
0,67.07435771,,0,0,,,38.00721556,0.232880641,0
0,64.77278661,,0,0,,,36.59954091,0.310507521,0
0,66.74556184,,0,0.429773123,,,37.06876579,0.388134402,0
0,66.41676597,,0,0,,,35.19186626,0.465761282,0
0,60.82723616,,0,0,,,39.41489021,0.232880641,0.097905947
0,68.71833707,,0,0,,,32.84574184,0.155253761,0
0,64.44399074,,0,0,,,31.90729208,0.232880641,0
0,64.44399074,,0,0,,,42.6994644,0.621015043,0.195811894
0,65.43037836,,1.280323121,0,,,33.31496673,0.155253761,0.097905947
0,69.04713294,,0.960242341,0.429773123,,,34.25341649,0.388134402,0
0,67.07435771,,0.960242341,0,,,36.13031603,0.155253761,0.097905947
0,67.40315358,,0,0,,,30.96884231,0.543388163,0.195811894
0,61.81362377,,0,0,,,30.96884231,0.155253761,0
0,69.37592881,,0.640161561,0,,,32.84574184,0.310507521,0
0,69.37592881,,0,0,,,37.06876579,0.155253761,0.293717841
0,67.07435771,,0,0,,,35.19186626,0.310507521,0
0,69.70472468,,0.960242341,0,,,36.13031603,0.155253761,0.195811894
0.118598619,68.06074533,,0.960242341,0,,,36.59954091,0,0
0,63.45760313,,0.640161561,0,,,34.25341649,0.232880641,0.097905947
0,67.40315358,,0,0,,,34.72264138,0.155253761,0.097905947
0,66.41676597,,0,0.429773123,,,41.76101463,0.310507521,0.195811894
0,66.74556184,,0,0,,,34.25341649,0.310507521,0
0.118598619,61.81362377,,0,0,,,32.37651696,0.310507521,0.195811894
0,71.01990817,,0,0,,,35.19186626,0.232880641,0
0,64.44399074,,0,0,,,34.25341649,0.155253761,0
0,68.3895412,,0,0,,,27.68426812,0.310507521,0
0.355795857,73.97907101,,0.960242341,0,,,33.31496673,0,0.097905947
0,68.3895412,,0.960242341,0,,,32.37651696,0.543388163,0
0,63.12880726,,0,0,,,38.00721556,0.310507521,0.293717841
0,62.80001139,,0.640161561,0,,,40.35333998,0,0.293717841
0,62.80001139,,0,0,,,29.09194278,0.232880641,0.391623787
0,54.90891048,,0,0,,,30.49961743,0.155253761,0.195811894
0,63.786399,,1.280323121,0,,,34.25341649,0.232880641,0.097905947
0,67.73194946,,0.640161561,0,,,36.13031603,0.543388163,0
0,56.88168571,,0,0.644659685,,,35.66109114,0.310507521,0.097905947
0,69.04713294,,0.640161561,0,,,36.13031603,0.465761282,0
0,62.47121552,,0,0,,,36.13031603,0.232880641,0
0,76.60943798,,0.640161561,0,,,31.43806719,0.310507521,0.097905947
0,63.786399,,0,0,,,39.8841151,0,0
0,63.12880726,,0,0,,,36.59954091,0.155253761,0.391623787
0,62.14241965,,0,0,,,33.31496673,0.155253761,0
0,56.88168571,,0,0,,,30.96884231,0.310507521,0
0,60.16964442,,0,0,,,38.00721556,0,0.195811894
0,59.18325681,,0,0.429773123,,,36.59954091,0.232880641,0.293717841
0,64.77278661,,0,0,,,29.56116766,0,0
0,62.47121552,,0,0,,,35.19186626,0.388134402,0.097905947
0,55.23770635,,0.640161561,0,,,35.19186626,0,0.097905947
0,60.49844029,,0,0,,,33.78419161,0.388134402,0
0.118598619,67.40315358,,0,0.429773123,,,36.59954091,0.621015043,0
0,67.07435771,,0,0,,,43.16868928,0.310507521,0.195811894
0,69.37592881,,0.640161561,0,,,34.25341649,0.310507521,0
0,63.45760313,,0,0,,,29.09194278,0,0.097905947
0,61.15603203,,0,0,,,33.31496673,0.232880641,0
0,67.07435771,,0.640161561,0,,,34.25341649,0.310507521,0
0,65.43037836,,0,0,,,38.00721556,0.621015043,0
0,53.92252287,,0,0,,,34.72264138,0.465761282,0
0,57.53927745,,0,0,,,20.64589487,0.232880641,0.097905947
0,49.31938067,,0.640161561,0,,,35.66109114,0.232880641,0.097905947
0,56.88168571,,0,0,,,32.37651696,0,0.195811894
0,57.86807332,,0,0.644659685,,,39.8841151,0.155253761,0
0,62.47121552,,0,0,,,29.56116766,0.388134402,0.097905947
0,69.04713294,,0.640161561,0,,,44.57636393,0.310507521,0.195811894
0,52.27854351,,0.640161561,0,,,31.43806719,0.310507521,0.293717841
0.118598619,72.00629578,,0,0,,,28.62271789,0.155253761,0.097905947
0,66.0879701,,0.960242341,0,,,30.49961743,0.310507521,0
0,59.18325681,,1.280323121,0,,,37.53799068,0.232880641,0.097905947
0,65.75917423,,0.960242341,0,,,29.09194278,0.310507521,0
0,56.88168571,,0.960242341,0,,,35.66109114,0,0
0,63.786399,,0,0.644659685,,,33.78419161,0.155253761,0.195811894
0,64.77278661,,0,0,,,34.72264138,0.388134402,0.195811894
0,57.86807332,,0,0,,,29.56116766,0.310507521,0
0,66.41676597,,0,0,,,36.13031603,0.310507521,0.195811894
0,60.82723616,,0.960242341,0.429773123,,,38.00721556,0.388134402,0
0,69.37592881,,0.640161561,0,,,32.84574184,0.310507521,0.097905947
0,67.73194946,,0,0.644659685,,,35.19186626,0.388134402,0
0,62.47121552,,0,0.429773123,,,43.16868928,0.310507521,0
0.118598619,65.10158249,,0,0.644659685,,,32.37651696,0.465761282,0.195811894
0,63.12880726,,0,0,,,36.59954091,0.232880641,0.293717841
0,63.45760313,,0,0,,,34.25341649,0.232880641,0
0,55.23770635,,0.640161561,0,,,36.13031603,0.310507521,0
0,60.16964442,,0,0,,,27.68426812,0.155253761,0.097905947
0,59.18325681,,0.960242341,0.644659685,,,38.00721556,0.310507521,0
0,64.77278661,,1.280323121,0,,,39.41489021,0.155253761,0
0,67.07435771,,1.280323121,0.429773123,,,37.06876579,0.310507521,0
0,66.41676597,,0,0,,,32.84574184,0.232880641,0.097905947
0,56.88168571,,0,0,,,31.43806719,0.698641923,0
0,60.16964442,,0,0,,,39.8841151,0.232880641,0.097905947
0,59.18325681,,0,0,,,32.84574184,0.543388163,0
0,63.45760313,,0.640161561,0,,,34.25341649,0.388134402,0.293717841
0,66.41676597,,0,0.429773123,,,31.43806719,0.388134402,0.195811894
0,63.45760313,,0,0,,,31.43806719,0.155253761,0
0,65.10158249,,0,0,,,34.72264138,0.465761282,0
0,73.97907101,,0.640161561,0,,,35.66109114,0.310507521,0.097905947
0,63.786399,,0,0,,,36.13031603,0.155253761,0.097905947
0,69.04713294,,0,0,,,36.13031603,0.310507521,0
0,61.81362377,,0,0,,,36.13031603,0.388134402,0.097905947
0,72.00629578,,1.280323121,0,,,37.06876579,0,0
0,62.14241965,,0,0,,,38.94566533,0,0.391623787
0,57.21048158,,0,0,,,27.68426812,0.388134402,0
0,61.4848279,,0,0.429773123,,,39.41489021,0.310507521,0.293717841
0,65.10158249,,0,0,,,32.84574184,0,0.293717841
0,57.53927745,,0,0,,,32.84574184,0.232880641,0
0,67.07435771,,0,0,,,38.94566533,0.310507521,0
0,71.34870404,,0,0,,,33.31496673,0.232880641,0.195811894
0.118598619,68.3895412,,1.280323121,0,,,37.06876579,0.388134402,0
0,60.16964442,,0.640161561,0,,,23.93046906,0.155253761,0
0,54.90891048,,0.640161561,0.429773123,,,29.56116766,0.310507521,0.097905947
0,58.85446093,,0,0,,,39.41489021,0.621015043,0.293717841
0,66.0879701,,0.640161561,0,,,38.47644044,0.388134402,0
0,74.30786688,,0,0.644659685,,,36.13031603,0.232880641,0.097905947
0,55.89529809,,0,0,,,37.06876579,0.465761282,0.195811894
0,59.51205268,,0.960242341,0,,,37.53799068,0.232880641,0.097905947
0,63.786399,,0,0.429773123,,,29.56116766,0.388134402,0
0,62.47121552,,0.640161561,0,,,43.16868928,0.388134402,0
0,58.85446093,,0,0,,,35.66109114,0.465761282,0.097905947
0,61.15603203,,0.640161561,0.429773123,,,34.25341649,0.232880641,0.097905947
0,65.10158249,,0,0,,,35.19186626,0,0
0,61.4848279,,0,0,,,39.8841151,0.232880641,0.391623787
0,65.43037836,,0.640161561,0,,,34.72264138,0.388134402,0.097905947
0,63.45760313,,0,0.429773123,,,29.56116766,0.155253761,0
0,65.10158249,,0,0,,,33.31496673,0.155253761,0
0,58.52566506,,0,0,,,36.59954091,0.232880641,0
0,67.07435771,,0.960242341,0,,,32.37651696,0.232880641,0.195811894
0,54.25131874,,0,0,,,35.66109114,0.543388163,0.097905947
0,56.22409397,,0.640161561,0,,,31.43806719,0.232880641,0.293717841
0,53.26493112,,0,0,,,45.04558881,0.310507521,0.293717841
0,64.44399074,,0.640161561,0,,,38.94566533,0.388134402,0.391623787
0,63.786399,,0,0,,,26.74581836,0.232880641,0
0,58.52566506,,0,0,,,29.56116766,0.310507521,0
0,53.92252287,,0,0,,,31.43806719,0.232880641,0
0,65.75917423,,0,0,,,33.31496673,0,0.195811894
0,61.4848279,,0,0,,,37.53799068,0.388134402,0
0,68.06074533,,0,0,,,42.23023951,0.388134402,0
0,69.04713294,,1.280323121,0,,,38.00721556,0.465761282,0
0,70.36231642,,0.640161561,0.644659685,,,35.66109114,0.388134402,0
0.118598619,64.44399074,,0,0,,,29.09194278,0.310507521,0.195811894
0,68.3895412,,0,0,,,39.41489021,0.310507521,0.097905947
0,71.01990817,,0.960242341,0,,,34.25341649,0.310507521,0
0.237197238,74.30786688,,0,0,,,35.19186626,0.543388163,0
0,62.47121552,,0.960242341,0,,,37.53799068,0.310507521,0
0,60.49844029,,0.640161561,0,,,34.25341649,0.465761282,0.195811894
0,63.12880726,,0.640161561,0,,,38.00721556,0.155253761,0.195811894
0,64.77278661,,0.960242341,0,,,30.49961743,0.310507521,0
0,61.15603203,,0,0.429773123,,,32.84574184,0.465761282,0.097905947
0,61.4848279,,0.640161561,0,,,32.84574184,0.232880641,0
0,68.3895412,,0,0,,,38.47644044,0,0.489529734
0,59.84084855,,0,0,,,29.56116766,0.232880641,0.097905947
0,65.10158249,,0.640161561,0,,,35.66109114,0.232880641,0
0,67.07435771,,0.960242341,0,,,37.53799068,0.232880641,0
0,55.23770635,,0.960242341,0.429773123,,,27.68426812,0.232880641,0.195811894
0,64.44399074,,0,0,,,32.84574184,0.155253761,0
0.118598619,59.51205268,,0.960242341,0,,,31.43806719,0,0
0,74.30786688,,0,0,,,39.41489021,0.232880641,0
0,54.58011461,,0,0,,,36.59954091,0.232880641,0.097905947
0,62.47121552,,0,0,,,31.90729208,0.310507521,0
0,57.86807332,,0,0.429773123,,,28.62271789,0.388134402,0.195811894
0,66.41676597,,0.640161561,0,,,31.43806719,0.310507521,0
0,59.51205268,,0.640161561,0,,,30.96884231,0.232880641,0
0,70.36231642,,0,0,,,36.59954091,0.465761282,0.097905947
0.118598619,66.41676597,,0,0,,,36.13031603,0.232880641,0
0,62.80001139,,0.640161561,0,,,36.13031603,0.310507521,0.195811894
0,56.55288984,,0,0,,,34.25341649,0.232880641,0
0,68.71833707,,0,0,,,30.49961743,0.232880641,0.195811894
0,61.81362377,,0.960242341,0,,,31.90729208,0.310507521,0.293717841
0,62.47121552,,0,0,,,33.78419161,0.310507521,0.097905947
0,59.18325681,,0,0,,,30.96884231,0,0
0,75.62305036,,0,0,,,35.19186626,0.310507521,0.097905947
0,60.16964442,,0.960242341,0.429773123,,,32.37651696,0,0
0,57.53927745,,0,0,,,27.21504324,0.465761282,0.097905947
0,64.77278661,,0,0,,,29.09194278,0.310507521,0
0,58.19686919,,0,0,,,28.62271789,0.155253761,0
0,57.21048158,,0.640161561,0,,,33.31496673,0.465761282,0
0,67.73194946,,0,0,,,37.06876579,0.155253761,0.097905947
0,65.43037836,,0.640161561,0,,,36.59954091,0.388134402,0.097905947
0,61.15603203,,0.640161561,0,,,34.72264138,0,0
0,60.16964442,,0,0,,,38.47644044,0.155253761,0
0,59.51205268,,0,0,,,35.19186626,0.388134402,0
0.118598619,66.41676597,,0,0,,,34.25341649,0.310507521,0.097905947
0,55.23770635,,0,0,,,34.72264138,0.232880641,0
0,60.49844029,,0,0,,,34.25341649,0,0.097905947
0,66.0879701,,0,0,,,27.68426812,0.465761282,0
0,55.89529809,,0.640161561,0,,,32.84574184,0.155253761,0
0,61.81362377,,1.280323121,0,,,26.27659347,0.543388163,0.195811894
0,56.22409397,,0.640161561,0,,,30.96884231,0.388134402,0
0.118598619,65.43037836,,0.640161561,0,,,34.25341649,0.232880641,0
0,65.75917423,,0,0,,,35.66109114,0.232880641,0.195811894
0,65.43037836,,0,0,,,38.47644044,0.310507521,0.097905947
0.118598619,63.12880726,,0.960242341,0,,,29.56116766,0.465761282,0.097905947
0,60.49844029,,0.960242341,0,,,40.82256486,0.543388163,0.195811894
0,65.10158249,,0,0.644659685,,,34.72264138,0.388134402,0
0,63.12880726,,0.640161561,0,,,26.74581836,0.232880641,0
0,64.44399074,,0,0,,,29.56116766,0.310507521,0.097905947
